term,coef,pvalue,ci_low,ci_high,irr,irr_low,irr_high,label
deprived_2plus_pct_z,0.1514397461165853,1.7574126536807225e-50,0.13157511410833622,0.1713043781248344,1.1635081938104952,1.1406235814279453,1.1868519458184457,Deprived >=2 dimensions
log_population_density_z,-0.25579050934053466,1.601951746489932e-199,-0.27242604198789655,-0.23915497669317276,0.7743041612921242,0.761529748318897,0.7872928608735512,Log population density
social_rented_pct_z,0.31844286490679785,5.991414278564986e-187,0.29704002406858865,0.33984570574500705,1.3749850590400379,1.345869165529913,1.4047308319445384,Social rented share
private_rented_pct_z,0.39727426215813977,0.0,0.3822760706771926,0.41227245363908693,1.4877639114429757,1.4656166430662552,1.5102458522586801,Private rented share
communal_establishment_pct_z,0.08295699948396075,2.563776459016719e-28,0.06822396907806356,0.09769002988985794,1.0864950876942898,1.0706050640580214,1.102620952594193,Communal establishment share
